scaled_score,raw_score,min_age,max_age,sub_domain,for
8,2,0,0,com,parent_caregiver
9,4,0,0,com,parent_caregiver
10,5,0,0,com,parent_caregiver
10,6,0,0,com,parent_caregiver
11,8,0,0,com,parent_caregiver
7,0,0,0,com,parent_caregiver
7,1,0,0,com,parent_caregiver
11,10,0,0,com,parent_caregiver
12,11,0,0,com,parent_caregiver
12,12,0,0,com,parent_caregiver
12,13,0,0,com,parent_caregiver
12,14,0,0,com,parent_caregiver
13,15,0,0,com,parent_caregiver
10,7,0,0,com,parent_caregiver
9,3,0,0,com,parent_caregiver
13,17,0,0,com,parent_caregiver
13,18,0,0,com,parent_caregiver
14,19,0,0,com,parent_caregiver
14,20,0,0,com,parent_caregiver
11,9,0,0,com,parent_caregiver
13,16,0,0,com,parent_caregiver
14,21,0,0,com,parent_caregiver
14,22,0,0,com,parent_caregiver
15,23,0,0,com,parent_caregiver
15,24,0,0,com,parent_caregiver
15,25,0,0,com,parent_caregiver
16,30,0,0,com,parent_caregiver
17,31,0,0,com,parent_caregiver
17,32,0,0,com,parent_caregiver
17,33,0,0,com,parent_caregiver
18,34,0,0,com,parent_caregiver
18,35,0,0,com,parent_caregiver
16,28,0,0,com,parent_caregiver
16,27,0,0,com,parent_caregiver
16,29,0,0,com,parent_caregiver
18,36,0,0,com,parent_caregiver
18,37,0,0,com,parent_caregiver
15,26,0,0,com,parent_caregiver
19,38,0,0,com,parent_caregiver
19,42,0,0,com,parent_caregiver
19,43,0,0,com,parent_caregiver
19,45,0,0,com,parent_caregiver
19,48,0,0,com,parent_caregiver
19,49,0,0,com,parent_caregiver
19,44,0,0,com,parent_caregiver
19,40,0,0,com,parent_caregiver
19,41,0,0,com,parent_caregiver
19,47,0,0,com,parent_caregiver
19,50,0,0,com,parent_caregiver
19,51,0,0,com,parent_caregiver
19,52,0,0,com,parent_caregiver
19,53,0,0,com,parent_caregiver
19,39,0,0,com,parent_caregiver
19,46,0,0,com,parent_caregiver
19,54,0,0,com,parent_caregiver
19,55,0,0,com,parent_caregiver
19,59,0,0,com,parent_caregiver
19,57,0,0,com,parent_caregiver
19,62,0,0,com,parent_caregiver
19,63,0,0,com,parent_caregiver
19,64,0,0,com,parent_caregiver
19,56,0,0,com,parent_caregiver
19,65,0,0,com,parent_caregiver
19,61,0,0,com,parent_caregiver
19,67,0,0,com,parent_caregiver
19,68,0,0,com,parent_caregiver
19,69,0,0,com,parent_caregiver
19,70,0,0,com,parent_caregiver
19,58,0,0,com,parent_caregiver
19,66,0,0,com,parent_caregiver
19,60,0,0,com,parent_caregiver
19,71,0,0,com,parent_caregiver
19,73,0,0,com,parent_caregiver
19,72,0,0,com,parent_caregiver
19,74,0,0,com,parent_caregiver
19,75,0,0,com,parent_caregiver
19,76,0,0,com,parent_caregiver
19,77,0,0,com,parent_caregiver
19,78,0,0,com,parent_caregiver
7,0,0,0,com,parent_caregiver
7,1,0,0,com,parent_caregiver
8,2,0,0,com,parent_caregiver
10,6,0,0,com,parent_caregiver
10,7,0,0,com,parent_caregiver
11,8,0,0,com,parent_caregiver
12,12,0,0,com,parent_caregiver
12,13,0,0,com,parent_caregiver
12,14,0,0,com,parent_caregiver
13,15,0,0,com,parent_caregiver
13,16,0,0,com,parent_caregiver
13,17,0,0,com,parent_caregiver
13,18,0,0,com,parent_caregiver
14,19,0,0,com,parent_caregiver
14,20,0,0,com,parent_caregiver
10,5,0,0,com,parent_caregiver
9,4,0,0,com,parent_caregiver
9,3,0,0,com,parent_caregiver
15,24,0,0,com,parent_caregiver
15,25,0,0,com,parent_caregiver
15,26,0,0,com,parent_caregiver
16,27,0,0,com,parent_caregiver
16,28,0,0,com,parent_caregiver
16,29,0,0,com,parent_caregiver
11,10,0,0,com,parent_caregiver
11,9,0,0,com,parent_caregiver
11,11,0,0,com,parent_caregiver
16,30,0,0,com,parent_caregiver
17,31,0,0,com,parent_caregiver
17,32,0,0,com,parent_caregiver
14,22,0,0,com,parent_caregiver
15,23,0,0,com,parent_caregiver
17,34,0,0,com,parent_caregiver
18,35,0,0,com,parent_caregiver
18,36,0,0,com,parent_caregiver
19,40,0,0,com,parent_caregiver
19,41,0,0,com,parent_caregiver
14,21,0,0,com,parent_caregiver
17,33,0,0,com,parent_caregiver
18,37,0,0,com,parent_caregiver
19,38,0,0,com,parent_caregiver
19,42,0,0,com,parent_caregiver
